question,question_tag,property,answer,answer_tag
问酒驾交通事故逃逸如何认定,问题,专业回答,有以下行为的可以认定为交通肇事逃逸：1、明知发生交通事故，行为人驾车或弃车逃离事故现场的；2、行为人有酒后和无证驾车等嫌疑，在报案后不履行现场听候处理的义务，弃车离开事故现场后又返回的；3、行为人虽将伤者送到医院，但未报案且无故离开医院的；4、行为人虽将伤者送到医院，但留下假联系方式后离开医院的。《道路交通安全法》第一百零一条规定，违反道路交通安全法律、法规的规定，发生重大交通事故，构成犯罪的，依法追究刑事责任，并由公安机关交通管理部门吊销机动车驾驶证。造成交通事故后逃逸的，由公安机关交通管理部门吊销机动车驾驶证，且终生不得重新取得机动车驾驶证。-法律依据：《中华人民共和国道路交通安全法》第一百零一条,回答
问交通事故责任认定标准怎么确定,问题,专业回答,交通事故责任认定标准：《道路交通事故处理程序规定》第六十条规定，公安机关交通管理部门应当根据当事人的行为对发生道路交通事故所起的作用以及过错的严重程度，确定当事人的责任。（一）因一方当事人的过错导致道路交通事故的，承担全部责任；（二）因两方或者两方以上当事人的过错发生道路交通事故的，根据其行为对事故发生的作用以及过错的严重程度，分别承担主要责任、同等责任和次要责任；（三）各方均无导致道路交通事故的过错，属于交通意外事故的，各方均无责任。一方当事人故意造成道路交通事故的，他方无责任。-法律依据：《道路交通事故处理程序规定》第六十条,回答
问起诉对方肇事逃逸需要哪些证据,问题,专业回答,起诉对方肇事逃逸需要的证据主要有：1、交通事故认定书；2、对方驾驶员身份证、驾驶证、行驶证、交强险单及对方车主身份证或法人代表证明的复印件，这些复印件可以向交警部门咨询；3、本人医疗费发票、病历资料、出院小结、死亡证明、伤残鉴定书等人身损害或者财产损害证据。《中华人民共和国道路交通安全法》第七十三条规定，公安机关交通管理部门应当根据交通事故现场勘验、检查、调查情况和有关的检验、鉴定结论，及时制作交通事故认定书，作为处理交通事故的证据。交通事故认定书应当载明交通事故的基本事实、成因和当事人的责任，并送达当事人。-法律依据：《中华人民共和国道路交通安全法》第七十三条,回答
问机动车事故鉴定怎么做,问题,专业回答,机动车事故鉴定：1、委托人向鉴定机构提出委托，并提供相应的材料；2、鉴定机构对材料进行审核，并做出受理决定；3、鉴定机构进行鉴定，鉴定后再进行复核；4、制作司法鉴定意见书，并发送给委托人。《道路交通事故处理程序规定》第四十九条第一、二款规定，需要进行检验、鉴定的，公安机关交通管理部门应当按照有关规定，自事故现场调查结束之日起三日内委托具备资质的鉴定机构进行检验、鉴定。尸体检验应当在死亡之日起三日内委托。对交通肇事逃逸车辆的检验、鉴定自查获肇事嫌疑车辆之日起三日内委托。-法律依据：《道路交通事故处理程序规定》第四十九条,回答
问交通事故中是否赔付精神损失费,问题,专业回答,交通事故中，如果发生了致使受害人本人或者其亲属精神受到严重损害的，需要赔付精神损失费。《最高人民法院关于确定民事侵权精神损害赔偿责任若干问题的解释》第一条规定，因人身权益或者具有人身意义的特定物受到侵害，自然人或者其近亲属向人民法院提起诉讼请求精神损害赔偿的，人民法院应当依法予以受理。第二条规定，非法使被监护人脱离监护，导致亲子关系或者近亲属间的亲属关系遭受严重损害，监护人向人民法院起诉请求赔偿精神损害的，人民法院应当依法予以受理。-法律依据：《最高人民法院关于确定民事侵权精神损害赔偿责任若干问题的解释》第一条,回答
问公交车交通事故责任承担比例是怎样的,问题,专业回答,根据《道路交通事故处理程序规定》第六十条规定，公交车交通事故责任承担比例是根据公交车司机的行为对发生道路交通事故所起的作用以及过错的严重程度，来确定责任的。（一）因一方当事人的过错导致道路交通事故的，承担全部责任；（二）因两方或者两方以上当事人的过错发生道路交通事故的，根据其行为对事故发生的作用以及过错的严重程度，分别承担主要责任、同等责任和次要责任；（三）各方均无导致道路交通事故的过错，属于交通意外事故的，各方均无责任。一方当事人故意造成道路交通事故的，他方无责任。-法律依据：《道路交通事故处理程序规定》第六十条,回答
"问对交通事故责任认定不服,该如何处理",问题,专业回答,根据《道路交通事故处理程序规定》第七十一条规定，当事人对道路交通事故认定不服，可以自道路交通事故认定书或者道路交通事故证明送达之日起三日内提出书面复核申请。当事人逾期提交复核申请的，不予受理，并书面通知申请人。复核申请应当载明复核请求及其理由和主要证据。同一事故的复核以一次为限。第七十二条第一款规定，复核申请人通过作出道路交通事故认定的公安机关交通管理部门提出复核申请的，作出道路交通事故认定的公安机关交通管理部门应当自收到复核申请之日起二日内将复核申请连同道路交通事故有关材料移送上一级公安机关交通管理部门。-法律依据：《道路交通事故处理程序规定》第七十一条,回答
问驾驶未年检的机动车扣几分,问题,专业回答,根据《道路交通安全违法行为记分分值》第三条规定，上道路行驶的机动车未按规定定期进行安全技术检验的，一次记3分。《道路交通安全法》第十三条第一款规定，对登记后上道路行驶的机动车，应当依照法律、行政法规的规定，根据车辆用途、载客载货数量、使用年限等不同情况，定期进行安全技术检验。对提供机动车行驶证和机动车第三者责任强制保险单的，机动车安全技术检验机构应当予以检验，任何单位不得附加其他条件。对符合机动车国家安全技术标准的，公安机关交通管理部门应当发给检验合格标志。-法律依据：《道路交通安全违法行为记分分值》第三条,回答
问道路交通事故损害赔偿计算标准,问题,专业回答,道路交通事故损害赔偿计算标准：《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第六条第一款规定，医疗费根据医疗机构出具的医药费、住院费等收款凭证，结合病历和诊断证明等相关证据确定。第七条第一款规定，误工费根据受害人的误工时间和收入状况确定。第八条第一款规定，护理费根据护理人员的收入状况和护理人数、护理期限确定。第九条规定，交通费根据受害人及其必要的陪护人员因就医或者转院治疗实际发生的费用计算。交通费应当以正式票据为凭；有关凭据应当与就医地点、时间、人数、次数相符合。第十条第一款规定，住院伙食补助费可以参照当地国家机关一般工作人员的出差伙食补助标准予以确定。-法律依据：《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第六条,回答
问精神损失费赔偿在交强险范围内吗,问题,专业回答,精神损失费赔偿在交强险范围内。《机动车交通事故责任强制保险条例》第三条规定，本条例所称机动车交通事故责任强制保险，是指由保险公司对被保险机动车发生道路交通事故造成本车人员、被保险人以外的受害人的人身伤亡、财产损失，在责任限额内予以赔偿的强制性责任保险。《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第一条规定，因生命、身体、健康遭受侵害，赔偿权利人起诉请求赔偿义务人赔偿物质损害和精神损害的，人民法院应予受理。-法律依据：《机动车交通事故责任强制保险条例》第三条,回答
问开车撞死人一定判刑么,问题,专业回答,开车撞死人，如果构成交通肇事罪的，会判刑。根据《最高人民法院关于审理交通肇事刑事案件具体应用法律若干问题的解释》第二条规定，交通肇事导致死亡一人且负事故全部或者主要责任的，或者导致死亡三人以上，负事故同等责任的，处三年以下有期徒刑或者拘役。《中华人民共和国刑法》第一百三十三条规定，违反交通运输管理法规，因而发生重大事故，致人重伤、死亡或者使公私财产遭受重大损失的，处三年以下有期徒刑或者拘役；交通运输肇事后逃逸或者有其他特别恶劣情节的，处三年以上七年以下有期徒刑；因逃逸致人死亡的，处七年以上有期徒刑。-法律依据：《最高人民法院关于审理交通肇事刑事案件具体应用法律若干问题的解释》第二条,回答
问交通事故退休的有误工费吗,问题,专业回答,交通事故退休的有误工费，误工费是为了补偿耽误工作之间的工作收入，因此不管该人员是否退休，只要他在务工期间受到了利益损伤，就可以要求误工费。《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第七条规定，误工费根据受害人的误工时间和收入状况确定。误工时间根据受害人接受治疗的医疗机构出具的证明确定。受害人因伤致残持续误工的，误工时间可以计算至定残日前一天。受害人有固定收入的，误工费按照实际减少的收入计算。受害人无固定收入的，按照其最近三年的平均收入计算；受害人不能举证证明其最近三年的平均收入状况的，可以参照受诉法院所在地相同或者相近行业上一年度职工的平均工资计算。-法律依据：《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第七条,回答
问女儿尽了赡养义务能分娘家家产吗,问题,专业回答,女儿尽了赡养义务后，如果被继承人在遗嘱中写明将遗产分配个女儿，或者没有遗嘱的情况下，是可以分娘家被继承人的遗产。遗产是指被继承人死亡时遗留的个人所有财产和法律规定可以继承的其他财产权益。根据《民法典》第一千一百二十三条，继承开始后，按照法定继承办理；有遗嘱的，按照遗嘱继承或者遗赠办理；有遗赠扶养协议的，按照协议办理。第一千一百二十七条，遗产按照下列顺序继承：（一）第一顺序：配偶、子女、父母；（二）第二顺序：兄弟姐妹、祖父母、外祖父母。继承开始后，由第一顺序继承人继承，第二顺序继承人不继承；没有第一顺序继承人继承的，由第二顺序继承人继承。-法律依据：《中华人民共和国民法典》第一千一百二十三条,回答
问夫妻一方擅自卖房算转移财产吗,问题,专业回答,夫妻一方擅自卖房的行为，有可能算是转移夫妻共同财产，如果被人民法院认定为转移财产，是可以对转移方少分或者不分财产。转移财产是指采取赠与、抛弃、恶意低价转让等方式藏匿财产，以达到其非法占有不正当财产的行为。根据《民法典》第一千零九十二条规定，夫妻一方隐藏、转移、变卖、毁损、挥霍夫妻共同财产，或者伪造夫妻共同债务企图侵占另一方财产的，在离婚分割夫妻共同财产时，对该方可以少分或者不分。离婚后，另一方发现有上述行为的，可以向人民法院提起诉讼，请求再次分割夫妻共同财产。-法律依据：《中华人民共和国民法典》第一千零九十二条,回答
问结婚前个人存款的利息是夫妻共同财产吗,问题,专业回答,结婚前个人存款的利息不是夫妻共同财产，因为婚前个人的存款就是属于夫妻一方的个人财产。而存款的利息是属于原物的孳息，按照物权法原理，孳息应归物的所有人或其它合法权利人。根据《民法典》第一千零六十三条规定，下列财产为夫妻一方的个人财产：（一）一方的婚前财产；（二）一方因受到人身损害获得的赔偿或者补偿；（三）遗嘱或者赠与合同中确定只归一方的财产；（四）一方专用的生活用品；（五）其他应当归一方的财产。-法律依据：《中华人民共和国民法典》第一千零六十三条,回答
问婚后共同财产包括什么呢,问题,专业回答,婚后共同财产包括工资、奖金、劳务报酬；生产、经营、投资的收益；知识产权的收益；继承或者受赠的财产；其他应当归共同所有的财产。《民法典》第一千零六十二条夫妻在婚姻关系存续期间所得的下列财产，为夫妻的共同财产，归夫妻共同所有：（一）工资、奖金、劳务报酬；（二）生产、经营、投资的收益；（三）知识产权的收益；（四）继承或者受赠的财产，但是本法第一千零六十三条第三项规定的除外；（五）其他应当归共同所有的财产。夫妻对共同财产，有平等的处理权。-法律依据：《中华人民共和国民法典》第一千零六十二条,回答
问离婚案件可以不公开审理吗,问题,专业回答,离婚案件可以不公开审理。一般情况下，人民法院审理民事案件，应当在开庭三日前通知当事人和其他诉讼参与人。离婚是指夫妻双方通过协议或诉讼的方式解除婚姻关系，终止夫妻间权利和义务的法律行为。根据《民事诉讼法》第一百三十四条规定，人民法院审理民事案件，除涉及国家秘密、个人隐私或者法律另有规定的以外，应当公开进行。离婚案件，涉及商业秘密的案件，当事人申请不公开审理的，可以不公开审理。第一百三十六条规定，人民法院审理民事案件，应当在开庭三日前通知当事人和其他诉讼参与人。公开审理的，应当公告当事人姓名、案由和开庭的时间、地点。-法律依据：《中华人民共和国民事诉讼法》第一百三十四条,回答
问醉驾会怎么处罚,问题,专业回答,根据《道路交通安全法》第九十一条第三、五款规定，醉驾的处罚为：醉酒驾驶机动车的，由公安机关交通管理部门约束至酒醒，吊销机动车驾驶证，依法追究刑事责任；五年内不得重新取得机动车驾驶证。醉酒驾驶营运机动车的，由公安机关交通管理部门约束至酒醒，吊销机动车驾驶证，依法追究刑事责任；十年内不得重新取得机动车驾驶证，重新取得机动车驾驶证后，不得驾驶营运机动车。-法律依据：《道路交通安全法》第九十一条饮酒后驾驶机动车的，处暂扣六个月机动车驾驶证，并处一千元以上二千元以下罚款。因饮酒后驾驶机动车被处罚，再次饮酒后驾驶机动车的，处十日以下拘留，并处一千元以上二千元以下罚款，吊销机动车驾驶证。醉酒驾驶机动车的，由公安机关交通管理部门约束至酒醒，吊销机动车驾驶证，依法追究刑事责任；五年内不得重新取得机动车驾驶证。饮酒后驾驶营运机动车的，处十五日拘留，并处五千元罚款，吊销机动车驾驶证，五年内不得重新取得机动车驾驶证。醉酒驾驶营运机动车的，由公安机关交通管理部门约束至酒醒，吊销机动车驾驶证，依法追究刑事责任；十年内不得重新取得机动车驾驶证，重新取得机动车驾驶证后，不得驾驶营运机动车。,回答
问无证驾驶处罚规定,问题,专业回答,无证驾驶的处罚规定，未取得机动车驾驶证、机动车驾驶证被吊销或者机动车驾驶证被暂扣期间驾驶机动车的，由公安机关交通管理部门处二百元以上二千元以下罚款；可以并处十五日以下拘留。《道路交通安全法》第九十九条第一款第一项、第二款规定，未取得机动车驾驶证、机动车驾驶证被吊销或者机动车驾驶证被暂扣期间驾驶机动车的，由公安机关交通管理部门处二百元以上二千元以下罚款。行为人有前款第二项、第四项情形之一的，可以并处吊销机动车驾驶证；有第一项、第三项、第五项至第八项情形之一的，可以并处十五日以下拘留。-法律依据：《道路交通安全法》第九十九条有下列行为之一的，由公安机关交通管理部门处二百元以上二千元以下罚款：（一）未取得机动车驾驶证、机动车驾驶证被吊销或者机动车驾驶证被暂扣期间驾驶机动车的；（二）将机动车交由未取得机动车驾驶证或者机动车驾驶证被吊销、暂扣的人驾驶的；（三）造成交通事故后逃逸，尚不构成犯罪的；（四）机动车行驶超过规定时速百分之五十的；（五）强迫机动车驾驶人违反道路交通安全法律、法规和机动车安全驾驶要求驾驶机动车，造成交通事故，尚不构成犯罪的；（六）违反交通管制的规定强行通行，不听劝阻的；（七）故意损毁、移动、涂改交通设施，造成危害后果，尚不构成犯罪的；（八）非法拦截、扣留机动车辆，不听劝阻，造成交通严重阻塞或者较大财产损失的。,回答
问车祸理赔需要多长时间,问题,专业回答,车祸理赔需要多长时间并没有明确规定。一般保险公司应当自收到被保险人提供的证明和资料之日起5日内，会进行核定是否属于理赔范围，属于理赔范围的，需要协商保险金的数额，这个时间是不确定。《机动车交通事故责任强制保险条例》第二十九条规定，保险公司应当自收到被保险人提供的证明和资料之日起5日内，对是否属于保险责任作出核定，并将结果通知被保险人；对不属于保险责任的，应当书面说明理由；对属于保险责任的，在与被保险人达成赔偿保险金的协议后10日内，赔偿保险金。-法律依据：《机动车交通事故责任强制保险条例》第二十九条保险公司应当自收到被保险人提供的证明和资料之日起5日内，对是否属于保险责任作出核定，并将结果通知被保险人；对不属于保险责任的，应当书面说明理由；对属于保险责任的，在与被保险人达成赔偿保险金的协议后10日内，赔偿保险金。,回答
问机动车无证驾驶怎么处理,问题,专业回答,机动车无证驾驶，也就是驾驶人未取得机动车驾驶证、机动车驾驶证被吊销或者机动车驾驶证被暂扣期间驾驶机动车的，由公安机关交通管理部门处二百元以上二千元以下罚款。可以并处十五日以下拘留。《道路交通安全法》第九十九条第一款第一项、第二款规定，未取得机动车驾驶证、机动车驾驶证被吊销或者机动车驾驶证被暂扣期间驾驶机动车的，由公安机关交通管理部门处二百元以上二千元以下罚款。行为人有前款第二项、第四项情形之一的，可以并处吊销机动车驾驶证；有第一项、第三项、第五项至第八项情形之一的，可以并处十五日以下拘留。-法律依据：中华人民共和国道路交通安全法第九十九条有下列行为之一的，由公安机关交通管理部门处二百元以上二千元以下罚款：（一）未取得机动车驾驶证、机动车驾驶证被吊销或者机动车驾驶证被暂扣期间驾驶机动车的；（二）将机动车交由未取得机动车驾驶证或者机动车驾驶证被吊销、暂扣的人驾驶的；（三）造成交通事故后逃逸，尚不构成犯罪的；（四）机动车行驶超过规定时速百分之五十的；（五）强迫机动车驾驶人违反道路交通安全法律、法规和机动车安全驾驶要求驾驶机动车，造成交通事故，尚不构成犯罪的；（六）违反交通管制的规定强行通行，不听劝阻的；（七）故意损毁、移动、涂改交通设施，造成危害后果，尚不构成犯罪的；（八）非法拦截、扣留机动车辆，不听劝阻，造成交通严重阻塞或者较大财产损失的。,回答
问大雾天气闯红灯会怎么处罚,问题,专业回答,闯红灯的处罚与天气无关，无论什么时候闯红灯处罚都是一样的。一般情况驾驶机动车违反道路交通信号灯通行的，一次记6分。但如果出现直行道左转等路口违法行为，属于违反禁令标志的，记3分。同时被摄像头记录下来的闯红灯行为只进行200元罚款，不计分。《道路交通安全违法行为记分分值》第二条第一款第二项规定，驾驶机动车违反道路交通信号灯通行的，一次记6分。第三条第一款第八项规定，驾驶机动车违反禁令标志、禁止标线指示的，一次记3分。-法律依据：《道路交通安全违法行为记分分值》第二条第二项机动车驾驶人有下列违法行为之一，一次记6分：（二）驾驶机动车违反道路交通信号灯通行的；第三条第八项机动车驾驶人有下列违法行为之一，一次记3分：（八）驾驶机动车违反禁令标志、禁止标线指示的；,回答
问醉驾处罚新标准,问题,专业回答,醉驾处罚新标准：醉酒驾驶的，由公安机关交通管理部门约束至酒醒，吊销机动车驾驶证，依法追究刑事责任；五年内不得重新取得机动车驾驶证；驾驶的是营运机动车的，吊销机动车驾驶证，依法追究刑事责任；十年内不得重新取得机动车驾驶证。《道路交通安全法》第九十一条第三、五款规定，醉酒驾驶机动车的，由公安机关交通管理部门约束至酒醒，吊销机动车驾驶证，依法追究刑事责任；五年内不得重新取得机动车驾驶证。醉酒驾驶营运机动车的，由公安机关交通管理部门约束至酒醒，吊销机动车驾驶证，依法追究刑事责任；十年内不得重新取得机动车驾驶证，重新取得机动车驾驶证后，不得驾驶营运机动车。-法律依据：《道路交通安全法》第九十一条饮酒后驾驶机动车的，处暂扣六个月机动车驾驶证，并处一千元以上二千元以下罚款。因饮酒后驾驶机动车被处罚，再次饮酒后驾驶机动车的，处十日以下拘留，并处一千元以上二千元以下罚款，吊销机动车驾驶证。醉酒驾驶机动车的，由公安机关交通管理部门约束至酒醒，吊销机动车驾驶证，依法追究刑事责任；五年内不得重新取得机动车驾驶证。饮酒后驾驶营运机动车的，处十五日拘留，并处五千元罚款，吊销机动车驾驶证，五年内不得重新取得机动车驾驶证。醉酒驾驶营运机动车的，由公安机关交通管理部门约束至酒醒，吊销机动车驾驶证，依法追究刑事责任；十年内不得重新取得机动车驾驶证，重新取得机动车驾驶证后，不得驾驶营运机动车。,回答
问交通事故死亡赔偿标准是多少?,问题,专业回答,交通事故导致受害人死亡的，死亡赔偿金按照受诉法院所在地上一年度城镇居民人均可支配收入或者农村居民人均纯收入标准，按二十年计算。但六十周岁以上的，年龄每增加一岁减少一年；七十五周岁以上的，按五年计算。-法律依据：最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释第十五条死亡赔偿金按照受诉法院所在地上一年度城镇居民人均可支配收入或者农村居民人均纯收入标准，按二十年计算。但六十周岁以上的，年龄每增加一岁减少一年；七十五周岁以上的，按五年计算。,回答
问驾照在实习期可以扣分吗,问题,专业回答,驾照在实习期可以扣分，持有C证的，只要在一个记分周期内没有达到12分就可以。记分周期是以取得驾驶证的日期开始计算的。B照实习期内也可以扣分，但不能被扣超过6分，否则就要罚款，而且注销其实习的准驾车型。《机动车驾驶证申领和使用规定》（公安部令第139号）第六十五条规定，道路交通安全违法行为累积记分周期（即记分周期）为12个月，满分为12分，从机动车驾驶证初次领取之日起计算。依据道路交通安全违法行为的严重程度，一次记分的分值为：12分、6分、3分、2分、1分五种。-法律依据：《机动车驾驶证申领和使用规定》第六十五条道路交通安全违法行为累积记分周期（即记分周期）为12个月，满分为12分，从机动车驾驶证初次领取之日起计算。依据道路交通安全违法行为的严重程度，一次记分的分值为：12分、6分、3分、2分、1分五种。,回答
问发生交通事故找谁赔偿,问题,专业回答,交通事故赔偿一般先找保险公司赔偿，不足部分，由过错方承担。根据《道路交通安全法》第七十六条第一、二款规定，机动车发生交通事故造成人身伤亡、财产损失的，由保险公司在机动车第三者责任强制保险责任限额范围内予以赔偿；不足的部分，按照下列规定承担赔偿责任：（一）机动车之间发生交通事故的，由有过错的一方承担赔偿责任；双方都有过错的，按照各自过错的比例分担责任。（二）机动车与非机动车驾驶人、行人之间发生交通事故，非机动车驾驶人、行人没有过错的，由机动车一方承担赔偿责任；有证据证明非机动车驾驶人、行人有过错的，根据过错程度适当减轻机动车一方的赔偿责任；机动车一方没有过错的，承担不超过百分之十的赔偿责任。-法律依据：《道路交通安全法》第七十六条机动车发生交通事故造成人身伤亡、财产损失的，由保险公司在机动车第三者责任强制保险责任限额范围内予以赔偿；不足的部分，按照下列规定承担赔偿责任：（一）机动车之间发生交通事故的，由有过错的一方承担赔偿责任；双方都有过错的，按照各自过错的比例分担责任。（二）机动车与非机动车驾驶人、行人之间发生交通事故，非机动车驾驶人、行人没有过错的，由机动车一方承担赔偿责任；有证据证明非机动车驾驶人、行人有过错的，根据过错程度适当减轻机动车一方的赔偿责任；机动车一方没有过错的，承担不超过百分之十的赔偿责任。交通事故的损失是由非机动车驾驶人、行人故意碰撞机动车造成的，机动车一方不承担赔偿责任。,回答
问喝酒后骑电动车怎么处理,问题,专业回答,喝酒后骑电动车也会被视为酒驾，会被处警告或者5元以上50元以下罚款；对于拒绝接受罚款处罚的，可以扣留其非机动车。在道路上驾驶自行车、三轮车、电动自行车、残疾人机动轮椅车一般也不得醉酒驾驶，如果驾驶超标的电动车、三轮车、残疾人机动车，有可能视为驾驶机动车，构成酒驾。《道路交通安全法实施条例》第七十二条第一款第三项规定，在道路上驾驶自行车、三轮车、电动自行车、残疾人机动轮椅车不得醉酒驾驶。《道路交通安全法》第八十九条规定，行人、乘车人、非机动车驾驶人违反道路交通安全法律、法规关于道路通行规定的，处警告或者五元以上五十元以下罚款；非机动车驾驶人拒绝接受罚款处罚的，可以扣留其非机动车。-法律依据：《道路交通安全法》第八十九条行人、乘车人、非机动车驾驶人违反道路交通安全法律、法规关于道路通行规定的，处警告或者五元以上五十元以下罚款；非机动车驾驶人拒绝接受罚款处罚的，可以扣留其非机动车。,回答
问交通事故主次责任是如何给予补偿的?,问题,专业回答,交通事故的主次责任的赔算方式：如果第三者商业险与交强险，足够赔偿的，不需要当事人额外赔偿；如果上述保险不够赔偿的，超出部分，由负主要责任承担百分之七十至百分之八十，由负次要责任承担百分之二十至百分之三十。《道路交通安全法》第七十六条第一款规定，机动车发生交通事故造成人身伤亡、财产损失的，由保险公司在机动车第三者责任强制保险责任限额范围内予以赔偿；不足的部分，按照下列规定承担赔偿责任：（一）机动车之间发生交通事故的，由有过错的一方承担赔偿责任；双方都有过错的，按照各自过错的比例分担责任。（二）机动车与非机动车驾驶人、行人之间发生交通事故，非机动车驾驶人、行人没有过错的，由机动车一方承担赔偿责任；有证据证明非机动车驾驶人、行人有过错的，根据过错程度适当减轻机动车一方的赔偿责任；机动车一方没有过错的，承担不超过百分之十的赔偿责任。-法律依据：《道路交通安全法》第七十六条机动车发生交通事故造成人身伤亡、财产损失的，由保险公司在机动车第三者责任强制保险责任限额范围内予以赔偿；不足的部分，按照下列规定承担赔偿责任：（一）机动车之间发生交通事故的，由有过错的一方承担赔偿责任；双方都有过错的，按照各自过错的比例分担责任。（二）机动车与非机动车驾驶人、行人之间发生交通事故，非机动车驾驶人、行人没有过错的，由机动车一方承担赔偿责任；有证据证明非机动车驾驶人、行人有过错的，根据过错程度适当减轻机动车一方的赔偿责任；机动车一方没有过错的，承担不超过百分之十的赔偿责任。交通事故的损失是由非机动车驾驶人、行人故意碰撞机动车造成的，机动车一方不承担赔偿责任。,回答
问发生交通事故后索赔时要做哪些事,问题,专业回答,发生交通事故后索赔时要做这些事情：1、保持冷静，记录肇事车辆信息；2、不得擅自扣留造成事故的车辆；3、造成严重伤情的，应该要求交警部门做伤残评定；4、保存好己方受损失的相关证据；5、情况不严重的可以私了。《道路交通安全法》第七十三条规定，公安机关交通管理部门应当根据交通事故现场勘验、检查、调查情况和有关的检验、鉴定结论，及时制作交通事故认定书，作为处理交通事故的证据。交通事故认定书应当载明交通事故的基本事实、成因和当事人的责任，并送达当事人。-法律依据：《道路交通安全法》第七十三条公安机关交通管理部门应当根据交通事故现场勘验、检查、调查情况和有关的检验、鉴定结论，及时制作交通事故认定书，作为处理交通事故的证据。交通事故认定书应当载明交通事故的基本事实、成因和当事人的责任，并送达当事人。,回答
问无证驾驶机动车怎么处罚,问题,专业回答,无证驾驶机动车的处罚：未取得机动车驾驶证、机动车驾驶证被吊销或者机动车驾驶证被暂扣期间驾驶机动车的，由公安机关交通管理部门处二百元以上二千元以下罚款；可以并处十五日以下拘留。《道路交通安全法》第九十九条第一款第一项、第二款规定，未取得机动车驾驶证、机动车驾驶证被吊销或者机动车驾驶证被暂扣期间驾驶机动车的，由公安机关交通管理部门处二百元以上二千元以下罚款。行为人有前款第二项、第四项情形之一的，可以并处吊销机动车驾驶证；有第一项、第三项、第五项至第八项情形之一的，可以并处十五日以下拘留。-法律依据：《道路交通安全法》第九十九条有下列行为之一的，由公安机关交通管理部门处二百元以上二千元以下罚款：（一）未取得机动车驾驶证、机动车驾驶证被吊销或者机动车驾驶证被暂扣期间驾驶机动车的；（二）将机动车交由未取得机动车驾驶证或者机动车驾驶证被吊销、暂扣的人驾驶的；（三）造成交通事故后逃逸，尚不构成犯罪的；（四）机动车行驶超过规定时速百分之五十的；（五）强迫机动车驾驶人违反道路交通安全法律、法规和机动车安全驾驶要求驾驶机动车，造成交通事故，尚不构成犯罪的；（六）违反交通管制的规定强行通行，不听劝阻的；（七）故意损毁、移动、涂改交通设施，造成危害后果，尚不构成犯罪的；（八）非法拦截、扣留机动车辆，不听劝阻，造成交通严重阻塞或者较大财产损失的。,回答
问醉驾处罚标准是怎样规定的,问题,专业回答,醉驾处罚标准规定：《道路交通安全法》第九十一条第三、五款规定，醉酒驾驶机动车的，由公安机关交通管理部门约束至酒醒，吊销机动车驾驶证，依法追究刑事责任；五年内不得重新取得机动车驾驶证。醉酒驾驶营运机动车的，由公安机关交通管理部门约束至酒醒，吊销机动车驾驶证，依法追究刑事责任；十年内不得重新取得机动车驾驶证，重新取得机动车驾驶证后，不得驾驶营运机动车。-法律依据：《道路交通安全法》第九十一条饮酒后驾驶机动车的，处暂扣六个月机动车驾驶证，并处一千元以上二千元以下罚款。因饮酒后驾驶机动车被处罚，再次饮酒后驾驶机动车的，处十日以下拘留，并处一千元以上二千元以下罚款，吊销机动车驾驶证。醉酒驾驶机动车的，由公安机关交通管理部门约束至酒醒，吊销机动车驾驶证，依法追究刑事责任；五年内不得重新取得机动车驾驶证。饮酒后驾驶营运机动车的，处十五日拘留，并处五千元罚款，吊销机动车驾驶证，五年内不得重新取得机动车驾驶证。醉酒驾驶营运机动车的，由公安机关交通管理部门约束至酒醒，吊销机动车驾驶证，依法追究刑事责任；十年内不得重新取得机动车驾驶证，重新取得机动车驾驶证后，不得驾驶营运机动车。,回答
问酒驾被追尾承担多少责任,问题,专业回答,酒驾被追尾的责任承担方式：1、后车撞行驶中的前车形成的追尾交通事故，后车承担全部责任；2、前车倒车或溜车撞后车形成的追尾交通事故，前车承担事故全部责任；3、两车都有责任，酒驾方负事故主要责任。《道路交通安全法》第七十三条规定，公安机关交通管理部门应当根据交通事故现场勘验、检查、调查情况和有关的检验、鉴定结论，及时制作交通事故认定书，作为处理交通事故的证据。交通事故认定书应当载明交通事故的基本事实、成因和当事人的责任，并送达当事人。-法律依据：《道路交通安全法》第七十三条公安机关交通管理部门应当根据交通事故现场勘验、检查、调查情况和有关的检验、鉴定结论，及时制作交通事故认定书，作为处理交通事故的证据。交通事故认定书应当载明交通事故的基本事实、成因和当事人的责任，并送达当事人。,回答
