question,question_tag,property,answer,answer_tag
问遇到房屋质量问题该如何解决,问题,专业回答,遇到房屋质量问题，如果质量问题不严重且保修期尚未届满，可以要求开发商负责维修。如果质量问题已经严重影响正常的居住，可以解除房屋房买卖合同。与开发商无法协商解决时，可以到人民法院起诉。《最高人民法院关于审理商品房买卖合同司法解释》第十条规定，因房屋质量问题严重影响正常居住使用，买受人请求解除合同和赔偿损失的，应予支持。交付使用的房屋存在质量问题，在保修期内，出卖人应当承担修复责任；出卖人拒绝修复或者在合理期限内拖延修复的，买受人可以自行或者委托他人修复。修复费用及修复期间造成的其他损失由出卖人承担。-法律依据：《最高人民法院关于审理商品房买卖合同纠纷案件适用法律若干问题的解释》第十条因房屋质量问题严重影响正常居住使用，买受人请求解除合同和赔偿损失的，应予支持。交付使用的房屋存在质量问题，在保修期内，出卖人应当承担修复责任；出卖人拒绝修复或者在合理期限内拖延修复的，买受人可以自行或者委托他人修复。修复费用及修复期间造成的其他损失由出卖人承担。,回答
问土地使用证到期后怎么办理流程是什么,问题,专业回答,土地使用权证到期后办理续期的流程如下：1、土地出让方重新签订土地使用权出让合同；2、按照合同约定交纳土地出让金；3、到土地所在地的土地行政主管部门办理土地使用权登记。根据《城镇国有土地使用权出让和转让暂行条例》第四十条的规定，土地使用权期满，土地使用权及其地上建筑物及其他附着物所有权由国家无偿取得。土地使用者应当交还土地使用证，并依照规定办理注销登记。第四十一条规定，土地使用权期满，土地使用者可以申请续期。需要续期的，应当依照本条例第二章的规定重新签订合同，交付土地使用权出让金，并办理登记。-法律依据：《城镇国有土地使用权出让和转让暂行条例》第四十条土地使用权期满，土地使用权及其地上建筑物、其他附着物所有权由国家无偿取得。土地使用者应当交还土地使用证，并依照规定办理注销登记。第四十一条土地使用权期满，土地使用者可以申请续期。需要续期的，应当依照本条例第二章的规定重新签订合同，支付土地使用权出让金，并办理登记。,回答
问国有土地使用权拍卖能否由个人竞拍,问题,专业回答,国有土地使用权可以由个人竞拍。根据《招标拍卖挂牌出让国有建设用地使用权规定》第十一条的规定，中华人民共和国境内的自然人、法人和其他组织，除法律、法规另有规定外，均可申请参加国有建设用地使用权招标拍卖挂牌出让活动。出让人在招标拍卖挂牌出让公告中不得设定影响公平、公正竞争的限制条件。挂牌出让的，出让公告中规定的申请截止时间，应当为挂牌出让结束日前2天。对符合招标拍卖挂牌公告规定条件的申请人，出让人应当通知其参加招标拍卖挂牌活动。-法律依据：《招标拍卖挂牌出让国有建设用地使用权规定》第十一条中华人民共和国境内外的自然人、法人和其他组织，除法律、法规另有规定外，均可申请参加国有建设用地使用权招标拍卖挂牌出让活动。出让人在招标拍卖挂牌出让公告中不得设定影响公平、公正竞争的限制条件。挂牌出让的，出让公告中规定的申请截止时间，应当为挂牌出让结束日前2天。对符合招标拍卖挂牌公告规定条件的申请人，出让人应当通知其参加招标拍卖挂牌活动。,回答
问卖房后反悔签订好的购房合同还有效吗,问题,专业回答,卖房后反悔，此前签订好的购房合同如满足规定的效力条件，仍然具备法律效力。一方反悔，不履行合同义务属于违约行为，并不会对房屋买卖合同的效力产生影响。根据《民法典》第一百四十三条的规定，具备下列条件的民事法律行为有效：（一）行为人具有相应的民事行为能力；（二）意思表示真实；（三）不违反法律、行政法规的强制性规定，不违背公序良俗。那么也就是说签订好的购房合同在具备上述三个条件的情况下，那就是有效的，如果说卖方反悔不想卖了，那事实上它就构成了违约，按照合同约定构成违约的，应当承担继续履行、采取补救措施或者赔偿损失等违约责任。-法律依据：《民法典》第一百四十三条具备下列条件的民事法律行为有效：（一）行为人具有相应的民事行为能力；（二）意思表示真实；（三）不违反法律、行政法规的强制性规定，不违背公序良俗。第五百七十七条当事人一方不履行合同义务或者履行合同义务不符合约定的，应当承担继续履行、采取补救措施或者赔偿损失等违约责任。,回答
问开发商延期交房能不能解除合同,问题,专业回答,开发商延期交房可以解除合同。但是需满足的条件为：原告在买受人催告交房后三个月合理期限内，开发商仍然不能交房的，买受人可以解除合同。《最高人民法院关于审理商品房买卖合同司法解释》第十一条规定，出卖人迟延交付房屋或者买受人迟延支付购房款，经催告后在三个月的合理期限内仍未履行，解除权人请求解除合同的，应予支持。法律没有规定或者当事人也没有约定的一个情况下，经对方当事人催告后，解除权行使的合理期限一般确定为三个月时间。对方当事人没有催告的，解除权人自知道或者应当知道解除事由之日起一年内行使。逾期不行使的，解除权消灭。-法律依据：《最高人民法院关于审理商品房买卖合同纠纷案件适用法律若干问题的解释》第十一条根据《民法典》第五百六十三条的规定，出卖人迟延交付房屋或者买受人迟延支付购房款，经催告后在三个月的合理期限内仍未履行，解除权人请求解除合同的，应予支持，但当事人另有约定的除外。法律没有规定或者当事人没有约定，经对方当事人催告后，解除权行使的合理期限为三个月。对方当事人没有催告的，解除权人自知道或者应当知道解除事由之日起一年内行使。逾期不行使的，解除权消灭。,回答
问物业管理用房可擅自出租吗,问题,专业回答,物业服务企业不可以擅自将物业用房出租。根据《物业管理条例》第三十七条的规定，物业管理用房的所有权依法属于全体业主。未经业主大会同意，物业服务企业不得改变物业管理用房的用途。-法律依据：《物业管理条例》第三十七条物业管理用房的所有权依法属于业主。未经业主大会同意，物业服务企业不得改变物业管理用房的用途。《商品房屋租赁管理办法》第六条有下列情形之一的房屋不得出租：（一）属于违法建筑的；（二）不符合安全、防灾等工程建设强制性标准的；（三）违反规定改变房屋使用性质的；（四）法律、法规规定禁止出租的其他情形。,回答
问精神病患者的房产交易是否需要监护人参与,问题,专业回答,精神病患者的房产交易需要监护人参与。完全无法辨认事实的精神病患者为无民事行为能力人，自行进行的房产交易不具备法律效力。根据《民法典》第二十一条第一款的规定，不能辨认自己行为的成年人为无民事行为能力人，由其法定代理人代理实施民事法律行为。第三十四条第一款规定，监护人的职责是代理被监护人实施民事法律行为，保护被监护人的人身权利、财产权利以及其他合法权益等。第三十五条第一款规定，监护人应当按照最有利于被监护人的原则履行监护职责。监护人除为维护被监护人利益外，不得处置被监护人的财产。-法律依据：《民法典》第二十一条第一款不能辨认自己行为的成年人为无民事行为能力人，由其法定代理人代理实施民事法律行为。第三十四条第一款监护人的职责是代理被监护人实施民事法律行为，保护被监护人的人身权利、财产权利以及其他合法权益等。第三十五条第一款监护人应当按照最有利于被监护人的原则履行监护职责。监护人除为维护被监护人利益外，不得处分被监护人的财产。,回答
问不经房东同意房屋转租的法律后果是什么,问题,专业回答,不经房东同意将房屋进行转租的法律后果是：出租人可以解除房屋租赁合同，同时承租人应当赔偿出租人所造成的所有损失。根据《民法典》第七百一十六条的规定，承租人经出租人同意，可以将租赁物转租给第三人。承租人转租的，承租人与出租人之间的租赁合同继续有效；第三人造成租赁物损失的，承租人应当赔偿损失。承租人未经出租人同意转租的，出租人可以解除合同。另外出租人知道或者应当知道承租人转租，但是在六个月内未提出异议的，视为出租人同意转租。-法律依据：《民法典》第七百一十六条承租人经出租人同意，可以将租赁物转租给第三人。承租人转租的，承租人与出租人之间的租赁合同继续有效；第三人造成租赁物损失的，承租人应当赔偿损失。承租人未经出租人同意转租的，出租人可以解除合同。第七百一十八条出租人知道或者应当知道承租人转租，但是在六个月内未提出异议的，视为出租人同意转租。,回答
问能办预售证的条件有哪些,问题,专业回答,《城市商品房预售管理办法》第五条规定，能办预售证的条件包括以下几项：1、已交付全部土地使用权出让金，取得土地使用权证书；2、持有建设工程规划许可证和施工许可证；3、按提供预售的商品房计算，投入开发建设的资金达到工程建设总投资的25%以上，并已经确定施工进度和竣工交付日期。另外根据《城市商品房预售管理办法》第六条的规定，商品房预售实行许可制度。开发企业进行商品房预售，应当向房地产管理部门申请预售许可，取得《商品房预售许可证》。未取得《商品房预售许可证》的，不得进行商品房预售。-法律依据：《城市商品房预售管理办法》第五条商品房预售应当符合下列条件：（一）已交付全部土地使用权出让金，取得土地使用权证书；（二）持有建设工程规划许可证和施工许可证；（三）按提供预售的商品房计算，投入开发建设的资金达到工程建设总投资的25%以上，并已经确定施工进度和竣工交付日期。第六条商品房预售实行许可制度。开发企业进行商品房预售，应当向房地产管理部门申请预售许可，取得《商品房预售许可证》。未取得《商品房预售许可证》的，不得进行商品房预售。,回答
问承租人放弃优先购买权声明是否有效,问题,专业回答,承租人放弃优先购买权声明，如内容是承租人的真实意思表示，且不违反法律强制性规定，则具有法律效力。根据《民法典》第一百四十三条的规定，具备下列条件的民事法律行为有效：（一）行为人具有相应的民事行为能力；（二）意思表示真实；（三）不违反法律、行政法规的强制性规定，不违背公序良俗。第七百二十六条规定，出租人出卖租赁房屋的，应当在出卖之前的合理期限内通知承租人，承租人享有以同等条件优先购买的权利；如果承租人在租赁合同当中明确约定承租人放弃该项优先购买权，或者在合同中虽然没有约定，但是等到出租人通知承租人优先购买权的时候，那么承租人明确表示放弃或者在出租人履行通知义务后，承租人在15日内未明确表示购买或者不购买的，那么也视为承租人放弃优先购买权。-法律依据：《民法典》第一百四十三条具备下列条件的民事法律行为有效：（一）行为人具有相应的民事行为能力；（二）意思表示真实；（三）不违反法律、行政法规的强制性规定，不违背公序良俗。第七百二十六条出租人出卖租赁房屋的，应当在出卖之前的合理期限内通知承租人，承租人享有以同等条件优先购买的权利；但是，房屋按份共有人行使优先购买权或者出租人将房屋出卖给近亲属的除外。出租人履行通知义务后，承租人在十五日内未明确表示购买的，视为承租人放弃优先购买权。,回答
问原房主拖欠物业费，现房主需要承担责任吗,问题,专业回答,在一般情形下，原房主拖欠物业费，现房主不需要承担物业费。如果当时签订的二手房买卖合同中对此有相关约定，一般遵从合同约定来进行处理。但是如果合同中并没有约定，然后甚至原房主对此事置之不理，那么作为现房主，由于物业费是对房屋，也就是物业所争取的一个费用，由于这个物业已经过户到了现房主的名下，那么所以现房主应当交付这个费用，交付以后，然后再向原房主进行追偿。-法律依据：《物业管理条例》第四十一条业主应当根据物业服务合同的约定交纳物业服务费用。业主与物业使用人约定由物业使用人交纳物业服务费用的，从其约定，业主负连带交纳责任。《民法典》第九百四十四条业主应当按照约定向物业服务人支付物业费。物业服务人已经按照约定和有关规定提供服务的，业主不得以未接受或者无需接受相关物业服务为由拒绝支付物业费。,回答
问按揭住房能执行吗,问题,专业回答,按揭住房可以执行。《最高人民法院关于人民法院执行工作若干问题的解释》第三十一条规定，人民法院对被执行人所有的其他人享有抵押权、质押权和留置权的财产，可以采取查封、扣押措施。财产抵押权人、质押人或者留置权人优先受偿以后，其余数额部分用于清偿申请执行人的债权。-法律依据：《最高人民法院关于人民法院执行工作若干问题的规定（试行）》第三十一条人民法院对被执行人所有的其他人享有抵押权、质押权或留置权的财产，可以采取查封、扣押措施。财产拍卖、变卖后所得价款，应当在抵押权人、质押权人或留置权人优先受偿后，其余额部分用于清偿申请执行人的债权。《最高人民法院关于人民法院民事执行中查封、扣押、冻结财产的规定》第二条第一款、第二款人民法院可以查封、扣押、冻结被执行人占有的动产、登记在被执行人名下的不动产、特定动产及其他财产权。未登记的建筑物和土地使用权，依据土地使用权的审批文件和其他相关证据确定权属。,回答
问购房者可退房的情形有什么,问题,专业回答,买房人想要退房，通常的退房条件包括以下几种：1、因房屋主体结构质量不合格不能交付使用，或者房屋交付使用后，房屋主体结构质量经核验确属不合格。2、因房屋存在严重的质量问题影响正常居住使用，也可以退房；例如，房屋存在渗漏、异响等情形，无法查明原因或者经出卖人多次维修仍然修复不好；3、商品房买卖合同约定的期限届满，届满以后超过一年，由于出卖人的原因导致买受人无法办理不动产权证的，那么也可以解除合同；4、开发商逾期交房以及买受人如果逾期付款，那么在这种情况下超过合同约定的日期，违约方在三个月之内仍然没有履行的，守约方也可以解除合同。-法律依据：《最高人民法院关于审理商品房买卖合同纠纷案件适用法律若干问题的解释》第九条因房屋主体结构质量不合格不能交付使用，或者房屋交付使用后，房屋主体结构质量经核验确属不合格，买受人请求解除合同和赔偿损失的，应予支持。,回答
问个人房屋租赁合同可以签两年吗,问题,专业回答,个人房屋租赁合同的租赁期限可以约定为两年。根据《民法典》第七百零四条的规定，租赁合同的内容一般包括租赁物的名称、数量、用途、租赁期限、租金及其支付期限和方式、租赁物维修等条款。第七百零五条规定，租赁期限不得超过二十年。超过二十年的，超过部分无效。那么也就是说在租赁合同的租赁期限最长是二十年，只要不超过二十年，那么都可以都是有效的。本题所问的租赁期限两年是可以的，另外租赁期限在六个月以上的，应当采用书面形式。当事人未采用书面形式，无法确定租赁期限的，视为不定期租赁。-法律依据：《民法典》第七百零四条租赁合同的内容一般包括租赁物的名称、数量、用途、租赁期限、租金及其支付期限和方式、租赁物维修等条款。第七百零五条租赁期限不得超过二十年。超过二十年的，超过部分无效。租赁期限届满，当事人可以续订租赁合同；但是，约定的租赁期限自续订之日起不得超过二十年。第七百零七条租赁期限六个月以上的，应当采用书面形式。当事人未采用书面形式，无法确定租赁期限的，视为不定期租赁。,回答
问买房后在哪些情况下可以退房,问题,专业回答,买房后在以下情况下可以退房：1、合同约定的期限届满，开发商未交房，且在买方催告后三个月内仍未交房，买受人可以退房；2、房屋因存在主体结构质量不合格的问题不能交付，买受人可以退房；3、房屋交付以后，那么买受人对房屋存在的主体结构质量问题有异议，又重新核验，确实主体质量不合格的，也可以退房；4、房屋交付后的，房屋出现质量问题，且该质量问题严重影响正常居住使用。-法律依据：《最高人民法院关于审理商品房买卖合同纠纷案件适用法律若干问题的解释》第九条因房屋主体结构质量不合格不能交付使用，或者房屋交付使用后，房屋主体结构质量经核验确属不合格，买受人请求解除合同和赔偿损失的，应予支持。第十条第一款因房屋质量问题严重影响正常居住使用，买受人请求解除合同和赔偿损失的，应予支持。,回答
问不定期租赁的规定有哪些,问题,专业回答,《民法典》第七百零七条规定，租赁期限六个月以上的，应当采用书面形式。当事人未采用书面形式，无法确定租赁期限的，视为不定期租赁。当事人对租赁期限没有约定或者约定不明确，依据本法第五百一十条的规定仍不能确定的，视为不定期租赁；当事人可以随时解除合同，但是应当在合理期限之前通知对方。-法律依据：《民法典》第七百零七条租赁期限六个月以上的，应当采用书面形式。当事人未采用书面形式，无法确定租赁期限的，视为不定期租赁。第七百三十条当事人对租赁期限没有约定或者约定不明确，依据本法第五百一十条的规定仍不能确定的，视为不定期租赁；当事人可以随时解除合同，但是应当在合理期限之前通知对方。第七百三十一条租赁物危及承租人的安全或者健康的，即使承租人订立合同时明知该租赁物质量不合格，承租人仍然可以随时解除合同。,回答
问房产地开发商泄露个人信息是否违法,问题,专业回答,房产地开发商泄露个人信息是违法行为，涉嫌构成侵犯公民个人信息罪。《刑法》第二百五十三条之一规定，违反国家有关规定，向他人出售或者提供公民个人信息，情节严重的，处三年以下有期徒刑或者拘役，并处或者单处罚金；情节特别严重的，处三年以上七年以下有期徒刑，并处罚金。-法律依据：《刑法》第二百五十三条之一违反国家有关规定，向他人出售或者提供公民个人信息，情节严重的，处三年以下有期徒刑或者拘役，并处或者单处罚金；情节特别严重的，处三年以上七年以下有期徒刑，并处罚金。违反国家有关规定，将在履行职责或者提供服务过程中获得的公民个人信息，出售或者提供给他人的，依照前款的规定从重处罚。窃取或者以其他方法非法获取公民个人信息的，依照第一款的规定处罚。单位犯前三款罪的，对单位判处罚金，并对其直接负责的主管人员和其他直接责任人员，依照各该款的规定处罚。,回答
问买受人可以退房的情形有哪些,问题,专业回答,买受人可以退房的情形如下：1、符合合同中买受人可以退房的条件；2、开发商在被买受人催告后的三个月内仍未交付房屋的；3、房屋主体结构质量不合格；4、交付核验后确实属于主体结构质量不合格的情形；5、存在严重的质量问题，导致无法正常居住使用。-法律依据：《最高人民法院关于审理商品房买卖合同纠纷案件适用法律若干问题的解释》第九条因房屋主体结构质量不合格不能交付使用，或者房屋交付使用后，房屋主体结构质量经核验确属不合格，买受人请求解除合同和赔偿损失的，应予支持。第十条第一款因房屋质量问题严重影响正常居住使用，买受人请求解除合同和赔偿损失的，应予支持。,回答
问租的房子漏水是谁的责任呢,问题,专业回答,租的房子漏水，如果是房东未及时履行维修义务导致的，则为房东的责任。如果承租人未按照约定使用房屋导致房屋受到损害，进而漏水，则维修人应当为承租人。根据《民法典》第七百一十二条的规定，出租人应当履行租赁物的维修义务，但是法律另有规定的除外。承租人通知出租人的时候，出租人应当在合理期限内进行维修，修复费用由出租人来承担；因维修租赁物影响承租人使用的，应当相应减少租金或者延长租期，但是如果是因为承租人的过错，致使租赁物需要维修的，那么此时出租人就不需要承担前款规定的租赁义务，另外还有如果双方在租赁合同当中，对于租赁物的维修有特别约定的，那我们按照特别约定来执行。-法律依据：《民法典》第七百一十二条出租人应当履行租赁物的维修义务，但是当事人另有约定的除外。第七百一十三条承租人在租赁物需要维修时可以请求出租人在合理期限内维修。出租人未履行维修义务的，承租人可以自行维修，维修费用由出租人负担。因维修租赁物影响承租人使用的，应当相应减少租金或者延长租期。因承租人的过错致使租赁物需要维修的，出租人不承担前款规定的维修义务。,回答
问农民耕地使用权是否可以永久拥有,问题,专业回答,农民耕地使用权并不是永久享有的。根据《农村土地承包法》第三条的规定，国家实行农村土地承包经营制度。农村土地承包采取农村集体经济组织内部的家庭承包方式，不宜采取家庭承包方式的荒山、荒沟、荒丘、荒滩等农村土地，可以采取招标、拍卖、公开协商等方式承包。那么耕地的承包期限为三十年。草地的承包期为三十年至五十年。林地的承包期为三十年至七十年。前款规定的耕地承包期限届满后，可以再延长三十年，草地、林地承包期届满后，依照前款规定相应的可以进行延长。-法律依据：《农村土地承包法》第三条国家实行农村土地承包经营制度。农村土地承包采取农村集体经济组织内部的家庭承包方式，不宜采取家庭承包方式的荒山、荒沟、荒丘、荒滩等农村土地，可以采取招标、拍卖、公开协商等方式承包。第二十一条耕地的承包期为三十年。草地的承包期为三十年至五十年。林地的承包期为三十年至七十年。前款规定的耕地承包期届满后再延长三十年，草地、林地承包期届满后依照前款规定相应延长。,回答
问买房交定金了不想要还能退吗,问题,专业回答,根据《最高人民法院关于审理商品房买卖合同司法解释》第四条的规定，出卖人通过认购、订购、预订等方式向买受人收受定金作为订立商品房买卖合同担保的，如果因当事人一方原因未能订立商品房买卖合同，应当按照法律关于定金的规定处理；因不可归责于当事人双方的事由，导致商品房买卖合同未能订立的，出卖人应当将定金返还买受人。-法律依据：《最高人民法院关于审理商品房买卖合同纠纷案件适用法律若干问题的解释》第四条出卖人通过认购、订购、预订等方式向买受人收受定金作为订立商品房买卖合同担保的，如果因当事人一方原因未能订立商品房买卖合同，应当按照法律关于定金的规定处理；因不可归责于当事人双方的事由，导致商品房买卖合同未能订立的，出卖人应当将定金返还买受人。,回答
问收房实测面积与合同面积不一致怎么办,问题,专业回答,收房时的实测面积与合同约定面积不相符的时候，通常情况，商品房买卖合同当中会对此有明确的约定。如果没有约定，按照《商品房销售管理办法》第二十条的规定来进行结算。《商品房销售管理办法》第二十条明确规定，按建筑面积进行计价的，当事人应当在合同当中约定套内建筑面积和分摊的共有建筑面积，并约定建筑面积不变而套内面积发生误差以及建筑面积和套内建筑面积经发生误差时的一个处理方式。-法律依据：《商品房销售管理办法》第二十条第二款合同未作约定的，按以下原则处理：（一）面积误差比绝对值在3%以内（含3%）的，据实结算房价款；（二）面积误差比绝对值超出3%时，买受人有权退房。第二十一条按建筑面积计价的，当事人应当在合同中约定套内建筑面积和分摊的共有建筑面积，并约定建筑面积不变而套内建筑面积发生误差以及建筑面积与套内建筑面积均发生误差时的处理方式。第三十条第一款房地产开发企业应当按照合同约定，将符合交付使用条件的商品房按期交付给买受人。未能按期交付的，房地产开发企业应当承担违约责任。,回答
问房东不退押金怎么办如何要回,问题,专业回答,房东不退押金，如果协商未果，可以到人民法院进行诉讼。根据《民事诉讼法》第一百一十九条的规定，起诉必须符合下列条件：（一）原告是与本案有直接利害关系的公民、法人和其他组织；（二）要有明确的被告；（三）要有具体的诉讼请求和事实、理由；（四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。另外起诉应当向人民法院递交起诉状，并按照被告人数提出副本。书写起诉状确有困难的，可以口头起诉，由人民法院记入笔录，并告知对方当事人。-法律依据：《民事诉讼法》第一百一十九条起诉必须符合下列条件：（一）原告是与本案有直接利害关系的公民、法人和其他组织；（二）有明确的被告；（三）有具体的诉讼请求和事实、理由；（四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。第一百二十条起诉应当向人民法院递交起诉状，并按照被告人数提出副本。书写起诉状确有困难的，可以口头起诉，由人民法院记入笔录，并告知对方当事人。,回答
问二手房网签后，卖方可以违约吗,问题,专业回答,二手房网签后，如果卖方违约不卖房，那既构成了违约。那此时作为买受人可以向法院起诉，要求卖方履行合同、配合办理协助过户的义务。因为双方网签以后，网签就相当于双方已经签订了正式的买卖合同。合同当中对于什么时候办理过户、什么时候办理交房手续都有了明确的一个约定，此时如果卖方不卖即构成了违约。-法律依据：《民法典》第五百七十七条当事人一方不履行合同义务或者履行合同义务不符合约定的，应当承担继续履行、采取补救措施或者赔偿损失等违约责任。第五百七十八条当事人一方明确表示或者以自己的行为表明不履行合同义务的，对方可以在履行期限届满前请求其承担违约责任。,回答
问房东不退押金找谁投诉,问题,专业回答,房东不退押金，一般不能通过投诉的方式解决。其属于民事纠纷，可以到人民法院进行起诉。那么起诉的时候是有诉讼时效的规定的，按照规定，当事人应当在知道或者应当知道权利受到侵害之日起三年内向人民法院进行起诉。-法律依据：《民事诉讼法》第一百一十九条起诉必须符合下列条件：（一）原告是与本案有直接利害关系的公民、法人和其他组织；（二）有明确的被告；（三）有具体的诉讼请求和事实、理由；（四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。第一百二十条起诉应当向人民法院递交起诉状，并按照被告人数提出副本。书写起诉状确有困难的，可以口头起诉，由人民法院记入笔录，并告知对方当事人。,回答
问房屋出租还可以抵押么,问题,专业回答,房屋出租后可以抵押。根据《中华人民共和国民法典》第四百零五条的规定，抵押权设立前，抵押财产已经出租并转移占有的，原租赁关系不受该抵押权的影响。第七百零三条的规定，租赁合同是出租人将租赁物交付承租人使用、收益，承租人支付租金的合同。第七百零四条规定，租赁合同的内容一般包括租赁物的名称、数量、用途、租赁期限、租金及其支付期限和方式、租赁物维修等条款。-法律依据：《中华人民共和国民法典》第四百零五条抵押权设立前，抵押财产已经出租并转移占有的，原租赁关系不受该抵押权的影响。《中华人民共和国民法典》第七百零三条租赁合同是出租人将租赁物交付承租人使用、收益，承租人支付租金的合同。《中华人民共和国民法典》第七百零四条租赁合同的内容一般包括租赁物的名称、数量、用途、租赁期限、租金及其支付期限和方式、租赁物维修等条款。,回答
问动迁安置房能买吗,问题,专业回答,如果属于由拆迁公司通过其他途径安置或代为安置人购买的中低价位商品房，一般可以购买。如因政府项目而动迁获得安置房一般在取得所有权五年以后才能买卖。同时没有取得房产证的安置房是不能购买的。具体可以了解当地的安置房政策。《城市房地产管理法》第三十八条规定，下列房地产，不得转让：（一）以出让方式取得土地使用权的，不符合本法第三十九条规定的条件的；（二）司法机关和行政机关依法裁定、决定查封或者以其他形式限制房地产权利的；（三）依法收回土地使用权的；（四）共有房地产，未经其他共有人书面同意的；（五）权属有争议的；（六）未依法登记领取权属证书的；（七）法律、行政法规规定禁止转让的其他情形。-法律依据：《城市房地产管理法》第三十八条下列房地产，不得转让：（一）以出让方式取得土地使用权的，不符合本法第三十九条规定的条件的；（二）司法机关和行政机关依法裁定、决定查封或者以其他形式限制房地产权利的；（三）依法收回土地使用权的；（四）共有房地产，未经其他共有人书面同意的；（五）权属有争议的；（六）未依法登记领取权属证书的；（七）法律、行政法规规定禁止转让的其他情形。,回答
问期房烂尾了该怎么办,问题,专业回答,期房烂尾了，且因开发商自身原因导致的，在约定的交房期限届满后，可以要求开发商承担违约责任。如果在催告后三个月内仍未交房，可以解除房屋买卖合同。《最高人民法院关于审理商品房买卖合同纠纷案件适用法律若干问题的解释》第十一条第一款规定，根据民法典第五百六十三条的规定，出卖人迟延交付房屋或者买受人迟延支付购房款，经催告后在三个月的合理期限内仍未履行，解除权人请求解除合同的，应予支持，但当事人另有约定的除外。-法律依据：《最高人民法院关于审理商品房买卖合同纠纷案件适用法律若干问题的解释》第十一条根据民法典第五百六十三条的规定，出卖人迟延交付房屋或者买受人迟延支付购房款，经催告后在三个月的合理期限内仍未履行，解除权人请求解除合同的，应予支持，但当事人另有约定的除外。,回答
问农村土地可以继承吗,问题,专业回答,农村土地不可以继承。因为土地所有权归村集体，不能被继承。但建造在宅基地上的房屋属于公民个人所有，可以继承。根据《民法典》第三百六十二条的规定，宅基地使用权人依法对集体所有的土地享有占有和使用的权利，有权依法利用该土地建造住宅及其附属设施。第一千一百二十二条规定，遗产是自然人死亡时遗留的个人合法财产。依照法律规定或者根据其性质不得继承的遗产，不得继承。-法律依据：中华人民共和国民法典第三百六十二条宅基地使用权人依法对集体所有的土地享有占有和使用的权利，有权依法利用该土地建造住宅及其附属设施。中华人民共和国民法典第一千一百二十二条遗产是自然人死亡时遗留的个人合法财产。依照法律规定或者根据其性质不得继承的遗产，不得继承。,回答
问租房未满时间想退租怎么办,问题,专业回答,租房未满时间想退租，可以与出租人协商。一般可以退租，但是因为构成违约，需根据房屋租赁合同的约定承担违约责任。根据《民法典》第五百六十二条的规定，当事人协商一致，可以解除合同。当事人可以约定一方解除合同的事由。解除合同的事由发生时，解除权人可以解除合同。第五百七十七条规定，当事人一方不履行合同义务或者履行合同义务不符合约定的，应当承担继续履行、采取补救措施或者赔偿损失等违约责任。-法律依据：中华人民共和国民法典第五百六十二条当事人协商一致，可以解除合同。当事人可以约定一方解除合同的事由。解除合同的事由发生时，解除权人可以解除合同。中华人民共和国民法典第五百七十七条当事人一方不履行合同义务或者履行合同义务不符合约定的，应当承担继续履行、采取补救措施或者赔偿损失等违约责任。,回答
问房产证办理后能撤销吗,问题,专业回答,房产证办理后不能撤销登记。但是根据《不动产登记暂行条例》第十五条第二款的规定，在不动产登记机构将申请登记事项记载于不动产登记簿前，申请人可以撤回登记申请。《不动产登记暂行条例》第二十条规定，不动产登记机构应当自受理登记申请之日起30个工作日内办结不动产登记手续，法律另有规定的除外。第二十一条规定，登记事项自记载于不动产登记簿时完成登记。不动产登记机构完成登记，应当依法向申请人核发不动产权属证书或者登记证明。-法律依据：《不动产登记暂行条例》第十五条在不动产登记机构将申请登记事项记载于不动产登记簿前，申请人可以撤回登记申请。《不动产登记暂行条例》第二十条不动产登记机构应当自受理登记申请之日起30个工作日内办结不动产登记手续，法律另有规定的除外。《不动产登记暂行条例》第二十一条登记事项自记载于不动产登记簿时完成登记。不动产登记机构完成登记，应当依法向申请人核发不动产权属证书或者登记证明。,回答
问租房子转租不出去不能走吗,问题,专业回答,租房子转租不出去，可以与房东协商是否能搬出。一般搬出后应当按照合同的约定承担违约责任。根据《民法典》第五百七十七条的规定，当事人一方不履行合同义务或者履行合同义务不符合约定的，应当承担继续履行、采取补救措施或者赔偿损失等违约责任。第五百七十八条规定，当事人一方明确表示或者以自己的行为表明不履行合同义务的，对方可以在履行期限届满前请求其承担违约责任。-法律依据：《民法典》第五百七十七条当事人一方不履行合同义务或者履行合同义务不符合约定的，应当承担继续履行、采取补救措施或者赔偿损失等违约责任。第五百七十八条当事人一方明确表示或者以自己的行为表明不履行合同义务的，对方可以在履行期限届满前请求其承担违约责任。,回答
