字段1,字段2,字段3
"
          问
          股东代持股份如何分红?        ","根据《最高人民法院关于适用若干问题的规定(三)》第二十四条第一、二款规定，有限责任公司的实际出资人与名义出资人订立合同，约定由实际出资人出资并享有投资权益，以名义出资人为名义股东，实际出资人与名义股东对该合同效力发生争议的，如无合同法第五十二条规定的情形，人民法院应当认定该合同有效。

前款规定的实际出资人与名义股东因投资权益的归属发生争议，实际出资人以其实际履行了出资义务为由向名义股东主张权利的，人民法院应予支持。名义股东以公司股东名册记载、公司登记机关登记为由否认实际出资人权利的，人民法院不予支持。","
                  法律依据：
                  《最高人民法院关于适用若干问题的规定(三)》第二十四条

有限责任公司的实际出资人与名义出资人订立合同，约定由实际出资人出资并享有投资权益，以名义出资人为名义股东，实际出资人与名义股东对该合同效力发生争议的，如无合同法第五十二条规定的情形，人民法院应当认定该合同有效。

前款规定的实际出资人与名义股东因投资权益的归属发生争议，实际出资人以其实际履行了出资义务为由向名义股东主张权利的，人民法院应予支持。名义股东以公司股东名册记载、公司登记机关登记为由否认实际出资人权利的，人民法院不予支持。

实际出资人未经公司其他股东半数以上同意，请求公司变更股东、签发出资证明书、记载于股东名册、记载于公司章程并办理公司登记机关登记的，人民法院不予支持。                "
"
          问
          企业法人承担什么责任        ","企业法人以其全部财产承担民事责任。如果存在违法犯罪行为，构成刑事犯罪的，应根据刑法的相关规定承担刑事责任。

根据2021年生效的《民法典》第五十七条的规定，法人是具有民事权利能力和民事行为能力，依法独立享有民事权利和承担民事义务的组织。

根据《公司法》第三条的规定，公司是企业法人，有独立的法人财产，享有法人财产权。公司以其全部财产对公司的债务承担责任。

有限责任公司的股东以其认缴的出资额为限对公司承担责任；股份有限公司的股东以其认购的股份为限对公司承担责任。","
                  法律依据：
                  中华人民共和国民法典第五十七条

法人是具有民事权利能力和民事行为能力，依法独立享有民事权利和承担民事义务的组织。

中华人民共和国公司法第三条

公司是企业法人，有独立的法人财产，享有法人财产权。公司以其全部财产对公司的债务承担责任。

有限责任公司的股东以其认缴的出资额为限对公司承担责任；
股份有限公司的股东以其认购的股份为限对公司承担责任。                "
"
          问
          保险诈骗罪的行为方式有哪些        ","根据《刑法》第一百九十八条第一款的规定，保险诈骗罪的行为方式有以下几种情形：

（一）投保人故意虚构保险标的，骗取保险金的；

（二）投保人、被保险人或者受益人对发生的保险事故编造虚假的原因或者夸大损失的程度，骗取保险金的；

（三）投保人、被保险人或者受益人编造未曾发生的保险事故，骗取保险金的；

（四）投保人、被保险人故意造成财产损失的保险事故，骗取保险金的；

（五）投保人、受益人故意造成被保险人死亡、伤残或者疾病，骗取保险金的。","
                  法律依据：
                  《刑法》第一百九十八条

有下列情形之一，进行保险诈骗活动，数额较大的，处五年以下有期徒刑或者拘役，并处一万元以上十万元以下罚金；
数额巨大或者有其他严重情节的，处五年以上十年以下有期徒刑，并处二万元以上二十万元以下罚金；
数额特别巨大或者有其他特别严重情节的，处十年以上有期徒刑，并处二万元以上二十万元以下罚金或者没收财产：


（一）投保人故意虚构保险标的，骗取保险金的；


（二）投保人、被保险人或者受益人对发生的保险事故编造虚假的原因或者夸大损失的程度，骗取保险金的；


（三）投保人、被保险人或者受益人编造未曾发生的保险事故，骗取保险金的；


（四）投保人、被保险人故意造成财产损失的保险事故，骗取保险金的；


（五）投保人、受益人故意造成被保险人死亡、伤残或者疾病，骗取保险金的。

有前款第四项、第五项所列行为，同时构成其他犯罪的，依照数罪并罚的规定处罚。                "
"
          问
          职业病纳入工伤保险待遇是怎么样的        ","职业病被认定为工伤的，享受《工伤保险条例》规定的待遇。

《工伤保险条例》第三十六条职工因工作原因受到事故伤害或者患职业病，且经工伤认定的，享受工伤保险待遇；其中，经劳动能力鉴定丧失劳动能力的，享受伤残待遇。工伤认定和劳动能力鉴定应当简捷、方便。","
                  法律依据：
                  《工伤保险条例》第三十六条

职工因工作原因受到事故伤害或者患职业病，且经工伤认定的，享受工伤保险待遇；其中，经劳动能力鉴定丧失劳动能力的，享受伤残待遇。工伤认定和劳动能力鉴定应当简捷、方便。以上是我对这个问题的解答。                "
"
          问
          如何对保险诈骗罪的共犯进行认定        ","我国法律明确规定保险事故的鉴定人、证明人、财产评估人故意提供虚假的证明文件，为他人诈骗提供条件的，以保险诈骗的共犯论处。

《刑法》第一百九十八条第三、四款规定，单位犯第一款罪的，对单位判处罚金，并对其直接负责的主管人员和其他直接责任人员，处五年以下有期徒刑或者拘役；数额巨大或者有其他严重情节的，处五年以上十年以下有期徒刑；数额特别巨大或者有其他特别严重情节的，处十年以上有期徒刑。

保险事故的鉴定人、证明人、财产评估人故意提供虚假的证明文件，为他人诈骗提供条件的，以保险诈骗的共犯论处。","
                  法律依据：
                  《刑法》第一百九十八条

有下列情形之一，进行保险诈骗活动，数额较大的，处五年以下有期徒刑或者拘役，并处一万元以上十万元以下罚金；数额巨大或者有其他严重情节的，处五年以上十年以下有期徒刑，并处二万元以上二十万元以下罚金；数额特别巨大或者有其他特别严重情节的，处十年以上有期徒刑，并处二万元以上二十万元以下罚金或者没收财产：

（一）投保人故意虚构保险标的，骗取保险金的；

（二）投保人、被保险人或者受益人对发生的保险事故编造虚假的原因或者夸大损失的程度，骗取保险金的；

（三）投保人、被保险人或者受益人编造未曾发生的保险事故，骗取保险金的；

（四）投保人、被保险人故意造成财产损失的保险事故，骗取保险金的；

（五）投保人、受益人故意造成被保险人死亡、伤残或者疾病，骗取保险金的。                "
"
          问
          交通事故保险赔误工吗        ","交通事故保险赔误工费，误工费属于保险理赔的范围。

根据2021年实施的《中华人民共和国民法典》第一千一百七十九条规定，侵害他人造成人身损害的，应当赔偿医疗费、护理费、交通费、营养费、住院伙食补助费等为治疗和康复支出的合理费用，以及因误工减少的收入。造成残疾的，还应当赔偿辅助器具费和残疾赔偿金；造成死亡的，还应当赔偿丧葬费和死亡赔偿金。","
                  法律依据：
                  中华人民共和国民法典第一千一百七十九条

侵害他人造成人身损害的，应当赔偿医疗费、护理费、交通费、营养费、住院伙食补助费等为治疗和康复支出的合理费用，以及因误工减少的收入。造成残疾的，还应当赔偿辅助器具费和残疾赔偿金；
造成死亡的，还应当赔偿丧葬费和死亡赔偿金。                "
"
          问
          男方有生育保险报销吗        ","男方有生育保险报销。如果男方的配偶没有参加工作或者参加了工作，却没有缴纳生育保险的，可以用男方的生育保险进行报销。但是男方的生育保险，不可以享受生育津贴。

《社会保险法》第五十四条规定，用人单位已经缴纳生育保险费的，其职工享受生育保险待遇；职工未就业配偶按照国家规定享受生育医疗费用待遇。

所需资金从生育保险基金中支付。

生育保险待遇包括生育医疗费用和生育津贴。","
                  法律依据：
                  《社会保险法》第五十四条

用人单位已经缴纳生育保险费的，其职工享受生育保险待遇；
职工未就业配偶按照国家规定享受生育医疗费用待遇。

所需资金从生育保险基金中支付。

生育保险待遇包括生育医疗费用和生育津贴。                "
"
          问
          工伤保险待遇侵权赔偿是否可以同时主张        ","工伤保险待遇侵权赔偿是可以同时主张的。但是需要注意的是，可以主张的赔偿需要是没有获得的赔偿，像工伤医疗费用这些已经获得的赔偿，不可以再进行主张赔偿，再次主张赔偿的，工伤保险基金可以拒绝支付。

《社会保险法》第四十二条规定，由于第三人的原因造成工伤，第三人不支付工伤医疗费用或者无法确定第三人的，由工伤保险基金先行支付。

工伤保险基金先行支付后，有权向第三人追偿。","
                  法律依据：
                  《社会保险法》第四十二条

由于第三人的原因造成工伤，第三人不支付工伤医疗费用或者无法确定第三人的，由工伤保险基金先行支付。

工伤保险基金先行支付后，有权向第三人追偿。                "
"
          问
          如何处理单位未足额缴纳工伤保险        ","如果单位没有按照实际工资总额缴纳工伤保险费的，需承担如下后果：

1、劳动部门可以给予单位处罚；

2、造成了工伤职工的保险待遇减少，劳动者可以要求单位赔偿差额部分的损失。

《社会保险法》第八十六条规定，用人单位未按时足额缴纳社会保险费的，由社会保险费征收机构责令限期缴纳或者补足，并自欠缴之日起，按日加收万分之五的滞纳金；逾期仍不缴纳的，由有关行政部门处欠缴数额一倍以上三倍以下的罚款。","
                  法律依据：
                  《社会保险法》第八十六条

用人单位未按时足额缴纳社会保险费的，由社会保险费征收机构责令限期缴纳或者补足，并自欠缴之日起，按日加收万分之五的滞纳金；逾期仍不缴纳的，由有关行政部门处欠缴数额一倍以上三倍以下的罚款。                "
"
          问
          受工伤保险条例保护的职工是指什么        ","受工伤保险条例保护的职工是指各类企业全部职工和有雇工的个体工商户的全部雇工

《工伤保险条例》第二条规定中华人民共和国境内的企业、事业单位、社会团体、民办非企业单位、基金会、律师事务所、会计师事务所等组织和有雇工的个体工商户（以下称用人单位）应当依照本条例规定参加工伤保险，为本单位全部职工或者雇工（以下称职工）缴纳工伤保险费。

中华人民共和国境内的企业、事业单位、社会团体、民办非企业单位、基金会、律师事务所、会计师事务所等组织的职工和个体工商户的雇工，均有依照本条例的规定享受工伤保险待遇的权利。","
                  法律依据：
                  《社会保险法》第四十一条

职工所在用人单位未依法缴纳工伤保险费，发生工伤事故的，由用人单位支付工伤保险待遇。

用人单位不支付的，从工伤保险基金中先行支付。

从工伤保险基金中先行支付的工伤保险待遇应当由用人单位偿还。

用人单位不偿还的，社会保险经办机构可以依照本法第六十三条的规定追偿。                "
"
          问
          工伤保险待遇是否属于终局裁决        ","追索工伤医疗费的劳动仲裁属于终局裁决。

《劳动争议调解仲裁法》第四十七条规定，下列劳动争议，除本法另有规定的外，劳动仲裁裁决为终局裁决，裁决书自作出之日起发生法律效力：

（一）追索劳动报酬、工伤医疗费、经济补偿或者赔偿金，不超过当地月最低工资标准十二个月金额的争议；

（二）因执行国家的劳动标准在工作时间、休息休假、社会保险等方面发生的争议。","
                  法律依据：
                  《劳动争议调解仲裁法》第四十七条

下列劳动争议，除本法另有规定的外，仲裁裁决为终局裁决，裁决书自作出之日起发生法律效力：


（一）追索劳动报酬、工伤医疗费、经济补偿或者赔偿金，不超过当地月最低工资标准十二个月金额的争议；


（二）因执行国家的劳动标准在工作时间、休息休假、社会保险等方面发生的争议。                "
"
          问
          老公出车祸保险公司怎样算误工费        ","保险公司计算误工费的标准：根据《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》规定，误工费根据受害人的误工时间和收入状况确定。

误工时间根据受害人接受治疗的医疗机构出具的证明确定。受害人因伤致残持续误工的，误工时间可以计算至定残日前一天。

受害人有固定收入的，误工费按照实际减少的收入计算。

受害人无固定收入的，按照其最近三年的平均收入计算；受害人不能举证证明其最近三年的平均收入状况的，可以参照受诉法院所在地相同或者相近行业上一年度职工的平均工资计算。","
                  法律依据：
                  《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第七条

误工费根据受害人的误工时间和收入状况确定。

误工时间根据受害人接受治疗的医疗机构出具的证明确定。受害人因伤致残持续误工的，误工时间可以计算至定残日前一天。

受害人有固定收入的，误工费按照实际减少的收入计算。受害人无固定收入的，按照其最近三年的平均收入计算；受害人不能举证证明其最近三年的平均收入状况的，可以参照受诉法院所在地相同或者相近行业上一年度职工的平均工资计算。                "
"
          问
          工伤申领保险待遇的条件有哪些        ","工伤申领保险待遇的条件有这些：

1、劳动者因工作原因收到伤害或患职业病；

2、劳动者遭受的伤害或所患职业病已经被认定为工伤；

《社会保险法》第三十六条规定，职工因工作原因受到事故伤害或者患职业病，且经工伤认定的，享受工伤保险待遇；其中，经劳动能力鉴定丧失劳动能力的，享受伤残待遇。

工伤认定和劳动能力鉴定应当简捷、方便。","
                  法律依据：
                  《社会保险法》第三十六条

职工因工作原因受到事故伤害或者患职业病，且经工伤认定的，享受工伤保险待遇；其中，经劳动能力鉴定丧失劳动能力的，享受伤残待遇。

工伤认定和劳动能力鉴定应当简捷、方便。                "
"
          问
          企业倒闭购买保险的员工怎么处理保险        ","企业倒闭，购买保险的员工可以将保险关系转出去。如果找到新公司，依法由新公司缴纳保险费。没有找到公司的员工，可转为灵活就业人员，并以此身份缴纳社会保险。

《社会保险法》第四条规定，中华人民共和国境内的用人单位和个人依法缴纳社会保险费，有权查询缴费记录、个人权益记录，要求社会保险经办机构提供社会保险咨询等相关服务。

个人依法享受社会保险待遇，有权监督本单位为其缴费情况。","
                  法律依据：
                  《社会保险法》第四条

中华人民共和国境内的用人单位和个人依法缴纳社会保险费，有权查询缴费记录、个人权益记录，要求社会保险经办机构提供社会保险咨询等相关服务。

个人依法享受社会保险待遇，有权监督本单位为其缴费情况。                "
"
          问
          交通事故十级伤工伤和保险冲突吗        ","交通事故造成工伤十级的，医疗费用不可以重复赔偿，其余赔偿项目可以分别按照《工伤保险条例》和《民法典》的相关规定进行主张。

《社会保险法》第四十二条规定，由于第三人的原因造成工伤，第三人不支付工伤医疗费用或者无法确定第三人的，由工伤保险基金先行支付。

工伤保险基金先行支付后，有权向第三人追偿。

《民法典》第一千一百七十九条规定侵害他人造成人身损害的，应当赔偿医疗费、护理费、交通费、营养费、住院伙食补助费等为治疗和康复支出的合理费用，以及因误工减少的收入。造成残疾的，还应当赔偿辅助器具费和残疾赔偿金；","
                  法律依据：
                  《社会保险法》第四十二条

由于第三人的原因造成工伤，第三人不支付工伤医疗费用或者无法确定第三人的，由工伤保险基金先行支付。

工伤保险基金先行支付后，有权向第三人追偿。                "
"
          问
          高空坠物砸到车保险管赔么        ","在车辆投保机动车商业保险车辆损失保险的情况下，保险公司对高空坠物砸到车辆造成的损失承担赔偿责任。

《中国保险行业协会机动车商业保险示范条款（2020版）第一章机动车损失保险第六条规定保险期间内，被保险人或被保险机动车驾驶人（以下简称“驾驶人”）在使用被

保险机动车过程中，因自然灾害、意外事故造成被保险机动车直接损失，且不属于免除保险人责任的范围，保险人依照本保险合同的约定负责赔偿。","
                  法律依据：
                  保险法第二条

本法所称保险，是指投保人根据合同约定，向保险人支付保险费，保险人对于合同约定的可能发生的事故因其发生所造成的财产损失承担赔偿保险金责任，或者当被保险人死亡、伤残、疾病或者达到合同约定的年龄、期限等条件时承担给付保险金责任的商业保险行为。                "
"
          问
          医疗责任保险由谁交呢        ",医疗责任保险既可由医生个人投保，也可由医院投保，是指医疗机构及医务人员在从事与其资格相符的诊疗护理工作中，因过失发生医疗事故造成经济赔偿责任，依法由保险公司承担的保险。,"
                  法律依据：
                  《保险法》第二十一条

投保人、被保险人或者受益人知道保险事故发生后，应当及时通知保险人。

故意或者因重大过失未及时通知，致使保险事故的性质、原因、损失程度等难以确定的，保险人对无法确定的部分，不承担赔偿或者给付保险金的责任，但保险人通过其他途径已经及时知道或者应当及时知道保险事故发生的除外。                "
"
          问
          投保的汽车肇事逃逸保险公司赔吗        ","交强险限额内的由交强险赔付，超过交强险限额的，机动车商业险不予以赔付。

民法典第一千二百一十六条规定机动车驾驶人发生交通事故后逃逸，该机动车参加强制保险的，由保险人在机动车强制保险责任限额范围内予以赔偿；

《中国保险行业协会机动车商业保险示范条款（2020版）》第二章机动车第三者责任保险，第二十二条规定在上述保险责任范围内，下列情况下，不论任何原因造成的人身伤亡、财产损失和费用，保险人均不负责赔偿：其中第二款包含了交通肇事逃逸","
                  法律依据：
                  机动车交通事故责任强制保险条例第二十一条

被保险机动车发生道路交通事故造成本车人员、被保险人以外的受害人人身伤亡、财产损失的，由保险公司依法在机动车交通事故责任强制保险责任限额范围内予以赔偿。

道路交通事故的损失是由受害人故意造成的，保险公司不予赔偿。                "
"
          问
          工伤保险待遇和交通事故可否进行双赔        ","工伤保险待遇侵权赔偿是可以同时主张的。但是需要注意的是，可以主张的赔偿需要是没有获得的赔偿，像工伤医疗费用这些已经获得的赔偿，不可以再进行主张，再次主张赔偿的，工伤保险基金可以拒绝支付。

《社会保险法》第四十二条规定，由于第三人的原因造成工伤，第三人不支付工伤医疗费用或者无法确定第三人的，由工伤保险基金先行支付。

工伤保险基金先行支付后，有权向第三人追偿。","
                  法律依据：
                  《社会保险法》第四十二条

由于第三人的原因造成工伤，第三人不支付工伤医疗费用或者无法确定第三人的，由工伤保险基金先行支付。

工伤保险基金先行支付后，有权向第三人追偿。                "
"
          问
          如果发生酒驾事故保险公司是否理赔        ","如果属于醉酒驾驶，商业险保险公司不会赔付，交强险则会垫付抢救费用。如果属如果属于饮酒后驾驶机动车，商业险保险公司一般不予以赔付，交强险保险公司会在责任限额以内进行赔付。

《机动车交通事故责任强制保险条例》第二十二条规定，有下列情形之一的，保险公司在机动车交通事故责任强制保险责任限额范围内垫付抢救费用，并有权向致害人追偿：

（一）驾驶人未取得驾驶资格或者醉酒的；

（二）被保险机动车被盗抢期间肇事的；

（三）被保险人故意制造道路交通事故的。

有前款所列情形之一，发生道路交通事故的，造成受害人的财产损失，保险公司不承担赔偿责任。","
                  法律依据：
                  《机动车交通事故责任强制保险条例》第二十二条

有下列情形之一的，保险公司在机动车交通事故责任强制保险责任限额范围内垫付抢救费用，并有权向致害人追偿：


（一）驾驶人未取得驾驶资格或者醉酒的；


（二）被保险机动车被盗抢期间肇事的；


（三）被保险人故意制造道路交通事故的。

有前款所列情形之一，发生道路交通事故的，造成受害人的财产损失，保险公司不承担赔偿责任。                "
"
          问
          无证驾驶摩托车出事故保险是否会理赔        ","商业险保险公司不会赔付，交强险则会垫付抢救费用。

《机动车交通事故责任强制保险条例》第二十二条规定，有下列情形之一的，保险公司在机动车交通事故责任强制保险责任限额范围内垫付抢救费用，并有权向致害人追偿：

（一）驾驶人未取得驾驶资格或者醉酒的；

（二）被保险机动车被盗抢期间肇事的；

（三）被保险人故意制造道路交通事故的。

有前款所列情形之一，发生道路交通事故的，造成受害人的财产损失，保险公司不承担赔偿责任。

《中国保险行业协会机动车商业保险示范条款（2020版）》第二章机动车第三者责任保险，第二十二条规定在上述保险责任范围内，下列情况下，不论任何原因造成的人身伤亡、财产损失和费用，保险人均不负责赔偿：其中第二款包含了无证驾驶。","
                  法律依据：
                  《机动车交通事故责任强制保险条例》第二十二条

有下列情形之一的，保险公司在机动车交通事故责任强制保险责任限额范围内垫付抢救费用，并有权向致害人追偿：

（一）驾驶人未取得驾驶资格或者醉酒的；

（二）被保险机动车被盗抢期间肇事的；

（三）被保险人故意制造道路交通事故的。

有前款所列情形之一，发生道路交通事故的，造成受害人的财产损失，保险公司不承担赔偿责任。                "
"
          问
          新规酒驾保险公司是否赔偿        ","如果属于醉酒驾驶，商业险保险公司不会赔付，交强险则会垫付抢救费用。如果属如果属于饮酒后驾驶机动车，商业险保险公司一般不予以赔付，交强险保险公司会在责任限额以内进行赔付。

《机动车交通事故责任强制保险条例》第二十二条规定，有下列情形之一的，保险公司在机动车交通事故责任强制保险责任限额范围内垫付抢救费用，并有权向致害人追偿：

（一）驾驶人未取得驾驶资格或者醉酒的；

（二）被保险机动车被盗抢期间肇事的；

（三）被保险人故意制造道路交通事故的。

有前款所列情形之一，发生道路交通事故的，造成受害人的财产损失，保险公司不承担赔偿责任。","
                  法律依据：
                  《机动车交通事故责任强制保险条例》第二十二条

有下列情形之一的，保险公司在机动车交通事故责任强制保险责任限额范围内垫付抢救费用，并有权向致害人追偿：

（一）驾驶人未取得驾驶资格或者醉酒的；

（二）被保险机动车被盗抢期间肇事的；

（三）被保险人故意制造道路交通事故的。

有前款所列情形之一，发生道路交通事故的，造成受害人的财产损失，保险公司不承担赔偿责任。                "
"
          问
          劳动合同社会保险具体是指哪些        ","社会保险具体是指基本养老保险、基本医疗保险、工伤保险、失业保险、生育保险。

《社会保险法》第二条规定，国家建立基本养老保险、基本医疗保险、工伤保险、失业保险、生育保险等社会保险制度，保障公民在年老、疾病、工伤、失业、生育等情况下依法从国家和社会获得物质帮助的权利。","
                  法律依据：
                  中华人民共和国社会保险法第二条

国家建立基本养老保险、基本医疗保险、工伤保险、失业保险、生育保险等社会保险制度，保障公民在年老、疾病、工伤、失业、生育等情况下依法从国家和社会获得物质帮助的权利。

中华人民共和国社会保险法第五十八条

用人单位应当自用工之日起三十日内为其职工向社会保险经办机构申请办理社会保险登记。未办理社会保险登记的，由社会保险经办机构核定其应当缴纳的社会保险费。

自愿参加社会保险的无雇工的个体工商户、未在用人单位参加社会保险的非全日制从业人员以及其他灵活就业人员，应当向社会保险经办机构申请办理社会保险登记。

国家建立全国统一的个人社会保障号码。个人社会保障号码为公民身份号码。                "
"
          问
          没买工伤保险发生工伤怎么处理        ","没买工伤保险发生工伤由用人单位支付工伤保险待遇。用人单位不支付的，从工伤保险基金中先行支付，由用人单位偿还。用人单位不偿还的，社会保险经办机构可以追偿。

《社会保险法》第四十一条规定，职工所在用人单位未依法缴纳工伤保险费，发生工伤事故的，由用人单位支付工伤保险待遇。用人单位不支付的，从工伤保险基金中先行支付。

从工伤保险基金中先行支付的工伤保险待遇应当由用人单位偿还。用人单位不偿还的，社会保险经办机构可以依照本法第六十三条的规定追偿。","
                  法律依据：
                  《社会保险法》第四十一条

职工所在用人单位未依法缴纳工伤保险费，发生工伤事故的，由用人单位支付工伤保险待遇。用人单位不支付的，从工伤保险基金中先行支付。

从工伤保险基金中先行支付的工伤保险待遇应当由用人单位偿还。用人单位不偿还的，社会保险经办机构可以依照本法第六十三条的规定追偿。                "
"
          问
          办理交强险保险理赔需要的材料有什么        ","办理交强险保险理赔需要的材料有：交强险的保险单、被保险人和受害人的有效身份证明、被保险人出具的索赔申请书、公安机关交通管理部门出具的事故证明、被保险机动车行驶证和驾驶人的驾驶证。

《机动车交通事故责任强制保险条例》第二十九条规定，保险公司应当自收到被保险人提供的证明和资料之日起5日内，对是否属于保险责任作出核定，并将结果通知被保险人；对不属于保险责任的，应当书面说明理由；对属于保险责任的，在与被保险人达成赔偿保险金的协议后10日内，赔偿保险金。","
                  法律依据：
                  机动车交通事故责任强制保险条例第二十九条

保险公司应当自收到被保险人提供的证明和资料之日起5日内，对是否属于保险责任作出核定，并将结果通知被保险人；
对不属于保险责任的，应当书面说明理由；
对属于保险责任的，在与被保险人达成赔偿保险金的协议后10日内，赔偿保险金。                "
"
          问
          交通事故保险理赔误工费怎么赔        ","交通事故保险理赔误工费根据受害人的误工时间和收入状况进行赔偿，受害人有固定收入的，误工费按照实际减少的收入计算。受害人无固定收入的，按照其最近三年的平均收入计算。

《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第二十条第一、二款规定，误工费根据受害人的误工时间和收入状况确定。

误工时间根据受害人接受治疗的医疗机构出具的证明确定。受害人因伤致残持续误工的，误工时间可以计算至定残日前一天。","
                  法律依据：
                  《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第二十条

误工费根据受害人的误工时间和收入状况确定。

误工时间根据受害人接受治疗的医疗机构出具的证明确定。受害人因伤致残持续误工的，误工时间可以计算至定残日前一天。

受害人有固定收入的，误工费按照实际减少的收入计算。受害人无固定收入的，按照其最近三年的平均收入计算；
受害人不能举证证明其最近三年的平均收入状况的，可以参照受诉法院所在地相同或者相近行业上一年度职工的平均工资计算。                "
"
          问
          轻微刮擦可以用划痕险理赔吗        ","轻微刮擦可以用划痕险理赔。

根据《中国保险行业协会机动车商业保险示范条款（2020版）》附加车身划痕损失险第一条规定保险期间内，被保险机动车在被保险人或被保险机动车驾驶人使用过程中，发生无明显碰撞痕迹的车身划痕损失，保险人按照保险合同约定负责赔偿。","
                  法律依据：
                  《中华人民共和国民法典》第一千二百一十三条

机动车发生交通事故造成损害，属于该机动车一方责任的，先由承保机动车强制保险的保险人在强制保险责任限额范围内予以赔偿；不足部分，由承保机动车商业保险的保险人按照保险合同的约定予以赔偿；仍然不足或者没有投保机动车商业保险的，由侵权人赔偿。                "
"
          问
          没有劳动合同的工伤保险应该怎么办        ","可以到劳动仲裁委员会申请确认劳动关系的仲裁。

《中华人民共和国劳动争议调解仲裁法》第二条规定中华人民共和国境内的用人单位与劳动者发生的下列劳动争议，适用本法：

（一）因确认劳动关系发生的争议；

（二）因订立、履行、变更、解除和终止劳动合同发生的争议；

（三）因除名、辞退和辞职、离职发生的争议；

（四）因工作时间、休息休假、社会保险、福利、培训以及劳动保护发生的争议；

（五）因劳动报酬、工伤医疗费、经济补偿或者赔偿金等发生的争议；

（六）法律、法规规定的其他劳动争议。","
                  法律依据：
                  工伤认定办法第四条

职工发生事故伤害或者按照职业病防治法规定被诊断、鉴定为职业病，所在单位应当自事故伤害发生之日或者被诊断、鉴定为职业病之日起30日内，向统筹地区社会保险行政部门提出工伤认定申请。遇有特殊情况，经报社会保险行政部门同意，申请时限可以适当延长。

按照前款规定应当向省级社会保险行政部门提出工伤认定申请的，根据属地原则应当向用人单位所在地设区的市级社会保险行政部门提出。                "
"
          问
          判刑人员工伤保险待遇是否享受        ","服刑人员未与用人单位建立劳动关系，依法缴纳工伤保险费，不享受工伤保险待遇。

根据《工伤保险条例》第二条中华人民共和国境内的企业、事业单位、社会团体、民办非企业单位、基金会、律师事务所、会计师事务所等组织和有雇工的个体工商户（以下称用人单位）应当依照本条例规定参加工伤保险，为本单位全部职工或者雇工（以下称职工）缴纳工伤保险费。","
                  法律依据：
                  《工伤保险条例》第四十二条

工伤职工有下列情形之一的，停止享受工伤保险待遇：

（一）丧失享受待遇条件的；

（二）拒不接受劳动能力鉴定的；

（三）拒绝治疗的。                "
"
          问
          劳动合同到期不续签继续交保险吗        ","劳动合同到期不续签，不会继续交保险，用人单位应当在解除或者终止劳动合同时出具解除或者终止劳动合同的证明，并在十五日内为劳动者办理档案和社会保险关系转移手续。

《劳动合同法》第五十条规定，用人单位应当在解除或者终止劳动合同时出具解除或者终止劳动合同的证明，并在十五日内为劳动者办理档案和社会保险关系转移手续。劳动者应当按照双方约定，办理工作交接。用人单位依照本法有关规定应当向劳动者支付经济补偿的，在办结工作交接时支付。用人单位对已经解除或者终止的劳动合同的文本，至少保存二年备查。","
                  法律依据：
                  《劳动合同法》第五十条

用人单位应当在解除或者终止劳动合同时出具解除或者终止劳动合同的证明，并在十五日内为劳动者办理档案和社会保险关系转移手续。劳动者应当按照双方约定，办理工作交接。用人单位依照本法有关规定应当向劳动者支付经济补偿的，在办结工作交接时支付。用人单位对已经解除或者终止的劳动合同的文本，至少保存二年备查。                "
"
          问
          酒驾撞车了怎么走保险        ","酒驾撞车了如果属于醉酒驾驶不能走保险，因为保险公司不予赔偿，一般是由有过错的机动车驾驶人自行承担损害赔偿责任，赔偿包括人身损害赔偿和财产损失赔偿。

《机动车交通事故责任强制保险条例》第二十二条规定，有下列情形之一的，保险公司在机动车交通事故责任强制保险责任限额范围内垫付抢救费用，并有权向致害人追偿：

（一）驾驶人未取得驾驶资格或者醉酒的；

（二）被保险机动车被盗抢期间肇事的；

（三）被保险人故意制造道路交通事故的。

有前款所列情形之一，发生道路交通事故的，造成受害人的财产损失，保险公司不承担赔偿责任。","
                  法律依据：
                  《机动车交通事故责任强制保险条例》第二十二条

有下列情形之一的，保险公司在机动车交通事故责任强制保险责任限额范围内垫付抢救费用，并有权向致害人追偿：

（一）驾驶人未取得驾驶资格或者醉酒的；

（二）被保险机动车被盗抢期间肇事的；

（三）被保险人故意制造道路交通事故的。

有前款所列情形之一，发生道路交通事故的，造成受害人的财产损失，保险公司不承担赔偿责任。                "
